job_location,search_city,search_country,job_level,job_type,job_name,languages,certifications,soft_skills,programming_languages,technologies,academic_degrees,knowledge,n_languages,n_certifications,n_soft_skills,n_programming_languages,n_technologies,n_knowledge,n_academic_degrees,num_job_level,num_job_type,num_search_country
Portland- OR,Hillsboro,United States,Mid senior,Remote,IOS Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,Go-JavaScript-Swift,No found,No found,Mobile Development-CI CD-Web Development,0,0,3,3,0,3,0,1,1,3
Portland- OR,Hillsboro,United States,Mid senior,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Creativity-Communication-Teamwork,Java-CSS-SQL-HTML-JavaScript,React-RESTful APIs-Angular-Spring,No found,Security-Databases-Version Control-Agile-Web Development,0,0,6,5,4,5,0,1,1,3
Portland- OR,Hillsboro,United States,Mid senior,Remote,Software Engineer,No found,No found,Interpersonal Skills-Adaptability-Creativity-Communication-Teamwork,Go-SQL,GraphQL-Elasticsearch-PostgreSQL-Redis-RESTful APIs,No found,Databases-Web Development-Software Architecture,0,0,5,2,5,3,0,1,1,3
Portland- OR,Hillsboro,United States,Mid senior,Remote,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Leadership-Creativity-Communication-Teamwork,Python,No found,No found,Security,0,0,6,1,0,1,0,1,1,3
Oregon City- OR,Hillsboro,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Empathy,TypeScript-Go,RESTful APIs-AWS-PostgreSQL,No found,Web Development-Cloud Computing-Data Science,0,0,3,2,3,3,0,1,0,3
Portland- OR,Hillsboro,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Teamwork,Java,No found,No found,Testing-Version Control,0,0,2,1,0,2,0,1,0,3
Beaverton- OR,Hillsboro,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Problem Solving,JavaScript-Java,Node.js-AWS,PhD,DevOps-Web Development-Cloud Computing-Security,0,0,4,2,2,4,1,1,0,3
Portland- OR,Hillsboro,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Teamwork,Go-Java,No found,No found,Testing-Version Control,0,0,2,2,0,2,0,1,0,3
Portland- OR,Hillsboro,United States,Mid senior,Hybrid,IOS Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,Objective-C-Swift,RESTful APIs-GraphQL,No found,Testing-Security-Mobile Development-Agile-Web Development-Software Architecture,0,0,4,3,2,6,0,1,0,3
Morris Plains- NJ,Oak Ridge,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Testing-Security-Mobile Development-Agile-Web Development-Software Architecture-CI CD,0,0,4,0,0,7,0,1,2,3
Pine Brook- NJ,Oak Ridge,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,Go-Python,No found,No found,Testing-Security,0,0,4,2,0,2,0,1,2,3
Rockaway- NJ,Oak Ridge,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Communication-Problem Solving-Teamwork,Ruby-Java-CSS-HTML-JavaScript-Python,Node.js-AWS-Azure-RESTful APIs-Google Cloud-Ruby on Rails,No found,Testing-Security-Web Development-Cloud Computing-Software Architecture,0,0,4,6,6,5,0,1,2,3
Wharton- NJ,Oak Ridge,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,Java,No found,No found,Mobile Development-Testing,0,0,2,1,0,2,0,1,2,3
Wharton- NJ,Oak Ridge,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,Java,No found,No found,Mobile Development-Testing,0,0,2,1,0,2,0,1,2,3
Ramsey- NJ,Oak Ridge,United States,Mid senior,Remote,Security Software Engineer,No found,No found,Communication-Teamwork,Go-Rust-PHP-JavaScript-Python,Node.js-AWS-Azure-Docker-Google Cloud,No found,Testing-Security-Version Control-Cloud Computing-Software Architecture-CI CD,0,0,2,5,5,6,0,1,1,3
Branchville- NJ,Oak Ridge,United States,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,SQL,RESTful APIs,No found,Testing-Databases-DevOps-Agile-Web Development,0,0,5,1,1,5,0,1,1,3
Morris Plains- NJ,Oak Ridge,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Leadership-Adaptability-Decision Making-Teamwork,Go-Java,No found,No found,Security-Project Management-Data Science-Agile-Cloud Computing,0,0,5,2,0,5,0,1,0,3
Summit- NJ,Oak Ridge,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Teamwork,SQL-Shell,RESTful APIs,No found,Databases,0,0,2,2,1,1,0,1,0,3
Elmira-Corning Area,Watkins Glen,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Leadership-Teamwork,No found,No found,No found,Data Science,0,0,3,0,0,1,0,1,0,3
Elmira-Corning Area,Watkins Glen,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Leadership-Adaptability-Communication-Teamwork,Python,No found,No found,No found,0,0,5,1,0,0,0,1,0,3
Elmira-Corning Area,Watkins Glen,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Organization-Decision Making-Creativity-Communication-Teamwork,Python,Spark-Google Cloud-AWS,No found,Security-Cloud Computing-Data Science,0,0,6,1,3,3,0,1,0,3
Lakeview- IL,Herrin,United States,Mid senior,Onsite,Software Engineer,No found,No found,Work Ethic-Leadership-Teamwork-Creativity,No found,No found,Masters,No found,0,0,4,0,0,0,1,1,2,3
Lakeview- IL,Herrin,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability-Creativity,No found,No found,No found,Testing,0,0,3,0,0,1,0,1,2,3
Lakeview- IL,Herrin,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Creativity,TypeScript-Go-Java,React-Kubernetes-AWS-Docker,No found,Web Development-Cloud Computing,0,0,2,3,4,2,0,1,2,3
Lakeview- IL,Herrin,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,C++,No found,PhD,No found,0,0,4,1,0,0,1,1,2,3
Lakeview- IL,Herrin,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Adaptability-Decision Making-Creativity-Communication-Teamwork,HTML-JavaScript,No found,No found,Project Management-Web Development-Cloud Computing,0,0,6,2,0,3,0,1,2,3
Lakeview- IL,Herrin,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,No found,No found,PhD,No found,0,0,4,0,0,0,1,1,2,3
Lakeview- IL,Herrin,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,TypeScript-JavaScript-Ruby,Ruby on Rails-RESTful APIs-PostgreSQL-Express,No found,Testing-Databases-Web Development,0,0,4,3,4,3,0,1,1,3
Lakeview- IL,Herrin,United States,Mid senior,Hybrid,Software Engineer,English,No found,Problem Solving-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-Go-JavaScript-Python,RESTful APIs-AWS,No found,DevOps-Data Science-Agile-Web Development-Cloud Computing-Software Architecture,1,0,7,4,2,6,0,1,0,3
Harrisonburg- VA,Plains,United States,Mid senior,Onsite,FrontEnd Software Engineer,No found,No found,Teamwork,TypeScript-Java-CSS-HTML-JavaScript,AWS-Node.js-React-Azure-Angular-RESTful APIs-Google Cloud,No found,Agile-Web Development-Cloud Computing-Software Architecture,0,0,1,5,7,4,0,1,2,3
Harrisonburg- VA,Plains,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Teamwork,Java-Go-SQL-Scala-Python,AWS-Kubernetes-Node.js-Azure-Docker-Google Cloud,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,5,6,4,0,1,2,3
Harrisonburg- VA,Plains,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,AWS-Kubernetes-Azure-Docker-Google Cloud,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,8,5,4,0,1,2,3
Harrisonburg- VA,Plains,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,AWS-Kubernetes-Azure-Angular-Docker-Google Cloud,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,8,6,4,0,1,2,3
Harrisonburg- VA,Plains,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,AWS-Kubernetes-Azure-Docker-Google Cloud,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,8,5,4,0,1,2,3
Harrisonburg- VA,Plains,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Teamwork,Java-Go-SQL-Scala-JavaScript-Python,AWS-Kubernetes-Node.js-React-Azure-Docker-Google Cloud,No found,Databases-Data Science-Agile-Web Development-Cloud Computing-Software Architecture,0,0,1,6,7,6,0,1,2,3
Harrisonburg- VA,Plains,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Teamwork,Ruby-Java-Perl-Go-Shell-JavaScript-Python,AWS-Kubernetes-Ansible-Puppet-Azure-Chef-MySQL-PostgreSQL-Docker-Jenkins-Terraform-Google Cloud,No found,DevOps-Databases-Agile-Web Development-Cloud Computing,0,0,2,7,12,5,0,1,2,3
Harrisonburg- VA,Plains,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Organization-Teamwork,Scala-Python,Spark-Google Cloud-AWS-Azure,No found,Security-Databases-Data Science-Agile-Cloud Computing-Web Development,0,0,2,2,4,6,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Communication-Teamwork,TypeScript-Java-Go-JavaScript-Python,Google Cloud-AWS-Azure,No found,Networking-Agile-Web Development-Cloud Computing,0,0,2,5,3,4,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Organization-Teamwork,Java-Go-SQL-Scala-Python,Node.js-AWS,No found,Agile-Web Development-Databases-Cloud Computing,0,0,2,5,2,4,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Teamwork,Java-Go-SQL-Scala-Python,Node.js-Spark-AWS,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,5,3,4,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Problem Solving-Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,Google Cloud-AWS-Azure-Spring,No found,Testing-Databases-Agile-Web Development-Cloud Computing,0,0,2,8,4,5,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Teamwork-Creativity,Java-Go-SQL-Scala-JavaScript-Python,Node.js-Google Cloud-AWS-Azure,No found,Agile-Testing-Databases-Cloud Computing,0,0,2,6,4,4,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,AWS-Kubernetes-Azure-Docker-Google Cloud,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,8,5,4,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Organization-Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,Google Cloud-AWS-Azure,No found,Agile-Web Development-Databases-Cloud Computing,0,0,2,8,3,4,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Teamwork-Creativity,Java-Go-SQL-Scala-Python,Node.js-AWS-Spring-Elasticsearch-Azure-Terraform-RESTful APIs,No found,Agile-Web Development-Databases-Cloud Computing,0,0,2,5,7,4,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Teamwork,TypeScript-Java-Go-SQL-JavaScript-Python,AWS-Azure-Angular-Spark-Google Cloud,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,6,5,4,0,1,2,3
York- PA,Hershey,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Teamwork,Java-Go-SQL-Scala-Python,AWS-Kubernetes-Node.js-Spring-Azure-MySQL-Docker-Google Cloud,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,5,8,4,0,1,2,3
United States,Hershey,United States,Mid senior,Remote,FrontEnd Software Engineer,No found,No found,Organization-Teamwork,TypeScript-HTML-JavaScript-CSS,AWS-Node.js-React-Express-PostgreSQL,No found,Web Development-Cloud Computing,0,0,2,4,5,2,0,1,1,3
United States,Hershey,United States,Mid senior,Remote,Full Stack Software Engineer,No found,No found,Communication-Teamwork-Creativity,TypeScript-Java-Go-Kotlin-JavaScript-Python,Node.js-React-PostgreSQL-Docker-Redis-Terraform,No found,Testing-Databases-Mobile Development-Web Development-CI CD,0,0,3,6,6,5,0,1,1,3
Los Angeles- CA,Hershey,United States,Mid senior,Remote,FrontEnd Software Engineer,No found,No found,Communication-Leadership-Teamwork,TypeScript,React,No found,Agile-Testing-Web Development-Project Management,0,0,3,1,1,4,0,1,1,3
United States,Hershey,United States,Mid senior,Remote,Full Stack Software Engineer,No found,No found,Communication-Organization-Teamwork,TypeScript-CSS-Go-HTML-JavaScript,React-Node.js,No found,Databases-Web Development,0,0,3,5,2,2,0,1,1,3
United States,Hershey,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Communication-Problem Solving-Teamwork,JavaScript,RESTful APIs-SOAP,No found,Web Development-Cloud Computing-Data Science,0,0,4,1,2,3,0,1,1,3
Worthington- OH,Hershey,United States,Mid senior,Remote,Full Stack Software Developer,No found,No found,Time Management-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,CSS-SQL-HTML-JavaScript-Python,React-AWS-MySQL,No found,Web Development-CI CD-Cloud Computing-Databases,0,0,7,5,3,4,0,1,1,3
United States,Hershey,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,Java-Go-Python,Terraform-AWS-Docker,PhD,Cloud Computing-Web Development-Version Control-Data Science,0,0,3,3,3,4,1,1,1,3
Altoona- PA,Saint Augustine,United States,Mid senior,Remote,Software Developer,No found,No found,Interpersonal Skills-Problem Solving-Organization-Adaptability-Creativity-Communication-Teamwork,Java-CSS-SQL-Go-HTML-JavaScript-Python,RESTful APIs-AWS-Azure,No found,Testing-Databases-Security-Agile-Cloud Computing-Web Development-Software Architecture,0,0,7,7,3,7,0,1,1,3
Dover- DE,Dover,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,Google Cloud-AWS-Azure-Angular,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,8,4,4,0,1,2,3
Dover- DE,Dover,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Teamwork,Java-Scala-Python,React-Google Cloud-AWS-Azure,No found,Agile-Web Development-Databases-Cloud Computing,0,0,2,3,4,4,0,1,2,3
Dover- DE,Dover,United States,Mid senior,Onsite,FrontEnd Software Engineer,No found,No found,Problem Solving-Teamwork,TypeScript-Java-CSS-HTML-JavaScript,AWS-Node.js-React-Azure-Angular-RESTful APIs-Google Cloud,No found,Agile-Web Development-Cloud Computing-Software Architecture,0,0,2,5,7,4,0,1,2,3
Philadelphia- PA,Winslow,United States,Associate,Onsite,Software Engineer,No found,No found,Leadership,SQL-Python,No found,No found,Testing-Databases,0,0,1,2,0,2,0,0,2,3
Philadelphia- PA,Winslow,United States,Associate,Onsite,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Adaptability,Python,RESTful APIs,No found,Networking-Databases,0,0,4,1,1,2,0,0,2,3
Greater Philadelphia,Winslow,United States,Associate,Hybrid,Software Developer,No found,No found,Communication-Organization-Teamwork,Python,No found,No found,No found,0,0,3,1,0,0,0,0,0,3
Greater Philadelphia,Winslow,United States,Associate,Hybrid,Software Engineer,No found,No found,Organization-Teamwork-Adaptability,Python,No found,No found,Testing-Software Architecture-Data Science,0,0,3,1,0,3,0,0,0,3
Philadelphia- PA,Winslow,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Organization-Teamwork-Creativity,Java-Go-SQL-Scala-Python,Node.js-Google Cloud-AWS-Azure,No found,Agile-Web Development-Databases-Cloud Computing,0,0,3,5,4,4,0,1,2,3
Mount Laurel- NJ,Winslow,United States,Mid senior,Onsite,FrontEnd Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,TypeScript-JavaScript-CSS,React-Kubernetes-Docker-RESTful APIs,Bachelors,Testing-Security-Data Science-Agile-Web Development,0,0,6,3,4,5,1,1,2,3
Philadelphia- PA,Winslow,United States,Mid senior,Onsite,Software Engineer,No found,No found,No found,Java-JavaScript-Python,No found,No found,Agile-Security-Web Development,0,0,0,3,0,3,0,1,2,3
Philadelphia- PA,Winslow,United States,Mid senior,Hybrid,Full Stack Software Engineer,No found,No found,Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,AWS-Kubernetes-Azure-Docker-Google Cloud,No found,Databases-Agile-Web Development-Cloud Computing-Software Architecture,0,0,1,8,5,5,0,1,0,3
Mount Laurel- NJ,Winslow,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,No found,No found,No found,Agile,0,0,2,0,0,1,0,1,0,3
Philadelphia- PA,Winslow,United States,Mid senior,Hybrid,Software Developer,No found,No found,Leadership-Teamwork,SQL-JavaScript-HTML,No found,No found,Testing-Databases-Version Control-Security-Web Development-Software Architecture,0,0,2,3,0,6,0,1,0,3
Philadelphia- PA,Winslow,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Creativity-Communication-Teamwork,Java-Perl-SQL-JavaScript-Python,Node.js-Kubernetes-GraphQL-React-Docker-RESTful APIs,No found,Web Development-Testing-Databases-Version Control,0,0,6,5,6,4,0,1,0,3
Philadelphia- PA,Winslow,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork,Go-Python,AWS,No found,Testing-DevOps-Security-Databases-Agile-Cloud Computing-Software Architecture,0,0,1,2,1,7,0,1,0,3
Greater Philadelphia,Winslow,United States,Mid senior,Hybrid,Software Developer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,SQL,No found,No found,Testing-Databases,0,0,4,1,0,2,0,1,0,3
Philadelphia- PA,Winslow,United States,Mid senior,Hybrid,Software Engineer,No found,Project Management Professional,Leadership,Java,No found,No found,Agile-Security-Version Control-Project Management,0,1,1,1,0,4,0,1,0,3
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Associate,Hybrid,Software Developer,No found,No found,Teamwork-Creativity,CSS-SQL-JavaScript-HTML,No found,No found,Databases-Web Development,0,0,2,4,0,2,0,0,0,2
Peterborough- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Communication-Problem Solving,SQL,No found,No found,Testing-Databases,0,0,3,1,0,2,0,1,2,2
St. Ives- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork,Shell-Python,Terraform-Docker-Jenkins,No found,Agile-Testing-DevOps,0,0,2,2,3,3,0,1,2,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Onsite,Software Architect,No found,No found,Leadership-Teamwork-Adaptability-Creativity,No found,Azure,No found,Testing-DevOps-Agile-Cloud Computing-Software Architecture,0,0,4,0,1,5,0,1,2,2
Christchurch- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork-Adaptability,Go-JavaScript-Rust,Node.js,No found,Testing-Databases,0,0,4,3,1,2,0,1,2,2
Peterborough- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Communication-Problem Solving,SQL,No found,No found,Testing-Databases,0,0,3,1,0,2,0,1,2,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,Shell-Python,No found,No found,Software Architecture-Data Science,0,0,6,2,0,2,0,1,2,2
Peterborough- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,No found,No found,No found,Testing-Version Control,0,0,1,0,0,2,0,1,2,2
Peterborough- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability,No found,No found,No found,Networking-Testing,0,0,2,0,0,2,0,1,2,2
Huntingdon- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork-Creativity,Python,No found,No found,Testing,0,0,4,1,0,1,0,1,0,2
Wisbech- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Teamwork,No found,No found,No found,Testing-Version Control,0,0,2,0,0,2,0,1,0,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Creativity-Communication-Teamwork,TypeScript-Go-SQL,Kubernetes-Azure-Docker-PostgreSQL,No found,Security-Databases-Cloud Computing,0,0,5,3,4,3,0,1,0,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Creativity,No found,No found,No found,Testing,0,0,4,0,0,1,0,1,0,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,No found,No found,No found,Agile-Testing-Security-Data Science,0,0,2,0,0,4,0,1,0,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,English,No found,Communication-Problem Solving-Teamwork,No found,No found,No found,Testing,1,0,3,0,0,1,0,1,0,2
Peterborough- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,Java-Python,No found,No found,No found,0,0,2,2,0,0,0,1,0,2
Peterborough- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork,No found,No found,No found,Testing-Version Control,0,0,1,0,0,2,0,1,0,2
Ermine Business Park- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,No found,Express,No found,Agile-Testing,0,0,3,0,1,2,0,1,0,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,JavaScript-Python,No found,PhD,Web Development-Databases-Version Control,0,0,2,2,0,3,1,1,0,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Developer,No found,No found,Communication-Teamwork-Adaptability-Creativity,No found,No found,No found,Security-Software Architecture,0,0,4,0,0,2,0,1,0,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Teamwork,Go-Kotlin-Python,Azure,No found,Mobile Development-Cloud Computing,0,0,2,3,1,2,0,1,0,2
Peterborough- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Interpersonal Skills-Communication-Problem Solving,SQL,No found,No found,Testing-Databases,0,0,3,1,0,2,0,1,0,2
Cambridgeshire- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Problem Solving,No found,No found,No found,Mobile Development-Testing,0,0,2,0,0,2,0,1,0,2
Huntingdon- England- United Kingdom,Peterborough,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Creativity,No found,No found,No found,No found,0,0,1,0,0,0,0,1,0,2
Lacey- WA,Centralia,United States,Mid senior,Onsite,Software Developer,English,No found,Communication-Leadership-Teamwork-Creativity,CSS-SQL-JavaScript-HTML,No found,No found,Testing-Databases-Agile-Web Development-CI CD,1,0,4,4,0,5,0,1,2,3
La Grange- KY,Kentucky,United States,Associate,Onsite,Software Developer,No found,No found,Problem Solving-Leadership-Adaptability-Creativity-Communication-Teamwork,SQL,Azure-Angular,No found,Testing-DevOps-Security-Databases-Agile-Cloud Computing-Web Development,0,0,6,1,2,7,0,0,2,3
Erlanger- KY,Kentucky,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,CSS-HTML-JavaScript,React-RESTful APIs-GraphQL,No found,Agile-Testing-Web Development,0,0,6,3,3,3,0,1,2,3
Somerset- KY,Kentucky,United States,Mid senior,Onsite,Software Architect,No found,No found,Leadership,No found,No found,No found,No found,0,0,1,0,0,0,0,1,2,3
Kentucky- United States,Kentucky,United States,Mid senior,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,Go-JavaScript-Rust-Python,No found,No found,Agile-Testing-Web Development,0,0,6,4,0,3,0,1,1,3
Kentucky- United States,Kentucky,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Adaptability-Empathy-Communication-Work Ethic-Teamwork,TypeScript-JavaScript,React-Angular,No found,Testing-Security-Data Science-Web Development-CI CD,0,0,6,2,2,5,0,1,0,3
Melbourne- Victoria- Australia,Werribee,Australia,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,CSS-HTML-JavaScript-PHP,AWS-Vue.js-Laravel-Docker-RESTful APIs-SOAP,No found,Testing-Version Control-Agile-Cloud Computing-Web Development-TDD,0,0,5,4,6,6,0,1,0,0
Melbourne- Victoria- Australia,Werribee,Australia,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,TypeScript-JavaScript,AWS-Node.js-GraphQL-React-Azure-PostgreSQL-Terraform-RESTful APIs-Google Cloud,No found,Testing-Databases-Agile-Web Development-Cloud Computing,0,0,3,2,9,5,0,1,0,0
Fresno- CA,Selma,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Time Management-Teamwork-Adaptability,Go-Python,Kubernetes-PostgreSQL-Docker-MongoDB,No found,Networking-Databases-Version Control-Data Science,0,0,4,2,4,4,0,1,1,3
Fresno- CA,Selma,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Teamwork,No found,MySQL-MongoDB-PostgreSQL-Kubernetes,Bachelors,Networking-Databases-Web Development-Data Science,1,0,2,0,4,4,1,1,1,3
Fresno- CA,Selma,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,No found,Kubernetes-Docker-RESTful APIs,No found,Networking-Testing-Security,0,0,3,0,3,3,0,1,1,3
Fresno- CA,Selma,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Leadership-Teamwork-Problem Solving,Go-Python,No found,No found,Networking-CI CD-Cloud Computing,1,0,4,2,0,3,0,1,1,3
Fresno- CA,Selma,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,JavaScript,React-AWS-Node.js-Vue.js,No found,Project Management-Testing-Web Development,0,0,5,1,4,3,0,1,0,3
